3.000000    46.852122
23.000000	178.676107
0.000000	86.154024
6.000000	68.707614
15.000000	139.737693
17.000000	141.988903
12.000000	94.477135
8.000000	86.083788
9.000000	97.265824
7.000000	80.400027
8.000000	83.414554
1.000000	52.525471
16.000000	127.060008
9.000000	101.639269
14.000000	146.412680
15.000000	144.157101
17.000000	152.699910
19.000000	136.669023
21.000000	166.971736
21.000000	165.467251
3.000000	38.455193
6.000000	75.557721
4.000000	22.171763
5.000000	50.321915
0.000000	74.412428
5.000000	42.052392
1.000000	42.489057
14.000000	139.185416
21.000000	140.713725
5.000000	63.222944
5.000000	56.294626
9.000000	91.674826
22.000000	173.497655
17.000000	152.692482
9.000000	113.920633
1.000000	51.552411
9.000000	100.075315
16.000000	137.803868
18.000000	135.925777
3.000000	45.550762
16.000000	149.933224
2.000000	27.914173
6.000000	62.103546
20.000000	173.942381
12.000000	119.200505
6.000000	70.730214
16.000000	156.260832
15.000000	132.467643
19.000000	161.164086
17.000000	138.031844
23.000000	169.747881
11.000000	116.761920
4.000000	34.305905
6.000000	68.841160
10.000000	119.535227
20.000000	158.104763
18.000000	138.390511
5.000000	59.375794
7.000000	80.802300
11.000000	108.611485
10.000000	91.169028
15.000000	154.104819
5.000000	51.100287
3.000000	32.334330
15.000000	150.551655
10.000000	111.023073
0.000000	87.489950
2.000000	46.726299
7.000000	92.540440
15.000000	135.715438
19.000000	152.960552
19.000000	162.789223
21.000000	167.176240
22.000000	164.323358
12.000000	104.823071
1.000000	35.554328
11.000000	114.784640
1.000000	36.819570
12.000000	130.266826
12.000000	126.053312
18.000000	153.378289
7.000000	70.089159
15.000000	139.528624
19.000000	157.137999
23.000000	183.595248
7.000000	73.431043
11.000000	128.176167
22.000000	183.181247
13.000000	112.685801
18.000000	161.634783
6.000000	63.169478
7.000000	63.393975
19.000000	165.779578
14.000000	143.973398
22.000000	185.131852
3.000000	45.275591
6.000000	62.018003
0.000000	83.193398
7.000000	76.847802
19.000000	147.087386
7.000000	62.812086
1.000000	49.910068
11.000000	102.169335
11.000000	105.108121
6.000000	63.429817
12.000000	121.301542
17.000000	163.253962
13.000000	119.588698
0.000000	87.333807
20.000000	144.484066
21.000000	168.792482
23.000000	159.751246
20.000000	162.843592
14.000000	145.664069
19.000000	146.838515
12.000000	132.049377
18.000000	155.756119
22.000000	155.686345
7.000000	73.913958
1.000000	66.761881
